Month,Day,Day Of Week,Airline,Origin Airport Delay Rate,Destination Airport Delay Rate,Scheduled Time,Distance,Scheduled Departure Hour,Scheduled Departure Minute,Arrival Delay
1,6,2,UA,0.0,0.0,150,965,15,39,2.0
1,6,2,B6,0.5182724252491694,0.0,186,1069,13,23,258.0
1,4,7,DL,0.0,0.0,221,1448,20,55,18.0
1,7,3,DL,0.0,0.0,86,332,6,0,-27.0
1,4,7,WN,0.0,0.0,295,1865,11,55,9.0
1,3,6,EV,0.0,0.0,76,195,17,35,-2.0
1,6,2,EV,0.0,0.0,90,429,14,30,-15.0
1,6,2,DL,0.0,0.0,204,1124,14,23,9.0
1,1,4,DL,0.5356359649122807,0.0,290,1749,8,40,-20.0
1,3,6,AS,0.0,0.0,277,2182,9,30,19.0
1,6,2,WN,0.0,0.0,70,325,13,25,8.0
1,2,5,WN,0.0,0.0,90,480,20,45,20.0
1,6,2,AA,0.5671476137624861,0.51004702864472,259,1389,14,59,115.0
1,1,4,EV,0.0,0.0,87,376,15,28,8.0
1,1,4,WN,0.0,0.0,65,239,19,0,9.0
1,1,4,DL,0.0,0.0,74,270,15,45,-15.0
1,3,6,EV,0.0,0.0,112,508,11,8,24.0
1,6,2,EV,0.0,0.5669613974552512,75,240,18,59,43.0
1,3,6,UA,0.0,0.5455043859649122,172,1068,6,38,-27.0
1,7,3,VX,0.0,0.0,400,2565,10,30,-27.0
1,5,1,F9,0.0,0.0,154,936,13,16,19.0
1,1,4,AA,0.5535870516185477,0.0,130,918,18,45,148.0
1,6,2,WN,0.0,0.0,170,1182,7,0,45.0
1,3,6,UA,0.0,0.0,218,1635,0,48,7.0
1,2,5,UA,0.0,0.0,281,2139,15,59,6.0
1,5,1,US,0.0,0.0,54,130,9,35,-13.0
1,1,4,MQ,0.6091626479614204,0.5714285714285714,68,299,11,55,-8.0
1,1,4,EV,0.0,0.0,142,689,10,48,-1.0
1,6,2,WN,0.0,0.0,185,1067,10,25,-20.0
1,4,7,OO,0.6091626479614204,0.6912751677852349,181,1013,17,13,59.0
1,3,6,OO,0.0,0.0,56,86,10,25,-5.0
1,7,3,OO,0.0,0.5013150973172015,74,251,5,47,-2.0
1,7,3,EV,0.5671476137624861,0.0,150,641,9,35,70.0
1,5,1,WN,0.0,0.0,240,1749,12,50,3.0
1,2,5,UA,0.0,0.5455043859649122,135,746,9,55,-17.0
1,2,5,WN,0.0,0.0,225,1371,19,10,27.0
1,2,5,US,0.5259433962264151,0.0,274,1670,7,25,20.0
1,4,7,EV,0.0,0.0,88,326,5,50,5.0
1,1,4,EV,0.0,0.5387205387205387,203,1134,16,49,33.0
1,6,2,OO,0.0,0.0,89,373,15,45,-19.0
1,1,4,WN,0.0,0.5013150973172015,250,1546,13,55,25.0
1,3,6,EV,0.0,0.0,132,631,6,30,2.0
1,3,6,DL,0.5535870516185477,0.0,173,989,14,20,4.0
1,6,2,OO,0.0,0.0,187,1195,9,15,-20.0
1,4,7,HA,0.0,0.0,45,201,13,10,-7.0
1,4,7,DL,0.0,0.0,117,590,13,43,-23.0
1,6,2,MQ,0.0,0.51004702864472,140,641,13,10,-9.0
1,4,7,DL,0.0,0.0,133,773,10,55,-18.0
1,3,6,WN,0.6024960169941582,0.0,140,977,19,30,83.0
1,5,1,DL,0.0,0.0,145,1027,20,40,-6.0
1,5,1,AA,0.0,0.51004702864472,70,247,15,5,3.0
1,3,6,OO,0.0,0.0,79,308,9,36,7.0
1,7,3,OO,0.0,0.0,93,461,5,25,-3.0
1,7,3,DL,0.0,0.5909090909090909,131,762,9,15,20.0
1,4,7,US,0.5414123801220575,0.0,54,119,17,30,38.0
1,4,7,WN,0.0,0.0,125,611,14,5,95.0
1,4,7,MQ,0.5535870516185477,0.5245901639344263,68,309,21,30,153.0
1,6,2,UA,0.0,0.0,360,2419,8,20,123.0
1,2,5,WN,0.5788461538461539,0.0,285,1845,10,25,-24.0
1,5,1,B6,0.5272727272727272,0.0,37,68,8,58,11.0
1,6,2,WN,0.0,0.0,75,337,13,35,64.0
1,2,5,DL,0.0,0.0,145,721,21,9,9.0
1,1,4,AA,0.5535870516185477,0.0,175,1055,22,40,37.0
1,5,1,OO,0.0,0.0,116,622,15,26,86.0
1,6,2,WN,0.0,0.0,95,440,8,40,-2.0
1,2,5,UA,0.6091626479614204,0.0,163,1005,9,29,59.0
1,3,6,OO,0.0,0.5013150973172015,154,996,15,36,21.0
1,1,4,WN,0.0,0.5460992907801419,60,248,15,30,23.0
1,4,7,WN,0.0,0.0,70,368,18,5,62.0
1,2,5,EV,0.0,0.0,112,657,10,23,33.0
1,3,6,DL,0.0,0.0,255,2092,12,51,44.0
1,3,6,B6,0.0,0.0,257,2173,22,49,17.0
1,1,4,AA,0.5671476137624861,0.0,180,1035,7,30,-12.0
1,1,4,DL,0.0,0.0,130,874,11,45,-12.0
1,4,7,EV,0.5714285714285714,0.5013150973172015,130,616,8,0,17.0
1,2,5,AS,0.6024960169941582,0.0,191,1024,8,0,-15.0
1,5,1,F9,0.6024960169941582,0.0,159,967,8,0,-21.0
1,2,5,UA,0.6091626479614204,0.0,282,1846,12,5,22.0
1,6,2,WN,0.0,0.0,205,1242,6,0,-15.0
1,2,5,UA,0.0,0.5013150973172015,154,862,16,56,-11.0
1,2,5,OO,0.0,0.0,210,1334,9,15,-3.0
1,3,6,EV,0.5356359649122807,0.5455043859649122,111,488,7,55,-13.0
1,1,4,DL,0.0,0.0,341,2218,18,19,-29.0
1,3,6,DL,0.0,0.0,123,577,6,15,4.0
1,1,4,WN,0.0,0.0,110,696,20,20,22.0
1,7,3,WN,0.0,0.0,175,990,9,0,-6.0
1,5,1,EV,0.0,0.0,100,562,16,17,-15.0
1,2,5,OO,0.5356359649122807,0.5387205387205387,136,651,10,5,-1.0
1,6,2,EV,0.0,0.0,90,331,16,29,-11.0
1,5,1,DL,0.0,0.0,196,946,7,10,-18.0
1,3,6,WN,0.0,0.0,65,325,18,35,14.0
1,2,5,OO,0.0,0.0,120,697,9,40,-4.0
1,6,2,US,0.0,0.0,83,370,16,25,-9.0
1,7,3,US,0.0,0.0,104,399,8,0,-7.0
1,7,3,WN,0.0,0.0,260,1972,10,10,1.0
1,1,4,UA,0.5414123801220575,0.5669613974552512,145,678,11,59,-16.0
1,1,4,WN,0.0,0.0,95,546,19,10,46.0
1,3,6,MQ,0.5535870516185477,0.5245901639344263,68,309,13,0,64.0
1,4,7,WN,0.0,0.0,65,308,19,20,24.0
1,4,7,DL,0.5356359649122807,0.0,323,2079,19,35,41.0
1,2,5,AA,0.0,0.51004702864472,100,460,9,40,13.0
1,3,6,UA,0.0,0.5455043859649122,154,937,5,50,-12.0
1,2,5,WN,0.5166666666666667,0.5013150973172015,105,472,7,0,2.0
1,3,6,VX,0.0,0.0,320,2475,7,30,-6.0
1,2,5,WN,0.0,0.0,155,925,6,45,-14.0
1,4,7,WN,0.6024960169941582,0.0,160,957,21,55,112.0
1,1,4,OO,0.0,0.0,86,250,10,45,-10.0
1,2,5,EV,0.5222222222222223,0.0,122,595,6,0,2.0
1,2,5,WN,0.0,0.0,70,345,11,55,37.0
1,6,2,WN,0.0,0.0,100,484,7,10,9.0
1,5,1,WN,0.0,0.0,155,925,21,0,-7.0
1,3,6,WN,0.0,0.0,145,849,16,40,-14.0
1,2,5,HA,0.0,0.0,33,84,14,2,89.0
1,1,4,F9,0.5517241379310345,0.5013150973172015,93,524,6,22,-12.0
1,2,5,EV,0.0,0.0,90,474,9,40,10.0
1,2,5,EV,0.0,0.0,153,820,15,29,22.0
1,5,1,MQ,0.5671476137624861,0.0,98,461,17,40,65.0
1,1,4,B6,0.0,0.0,157,1050,8,45,-9.0
1,4,7,WN,0.0,0.0,75,345,21,15,24.0
1,4,7,MQ,0.5535870516185477,0.0,73,408,21,10,43.0
1,1,4,US,0.0,0.5669613974552512,123,599,22,40,-5.0
1,5,1,AA,0.5535870516185477,0.5669613974552512,135,802,14,25,50.0
1,3,6,OO,0.0,0.0,108,451,8,5,-17.0
1,1,4,MQ,0.5535870516185477,0.5392156862745098,73,364,19,50,51.0
1,3,6,EV,0.0,0.0,86,448,14,23,13.0
1,6,2,WN,0.0,0.0,65,255,11,30,55.0
1,4,7,B6,0.0,0.0,77,273,12,45,43.0
1,5,1,DL,0.0,0.0,77,214,17,0,-14.0
1,3,6,MQ,0.5535870516185477,0.5392156862745098,73,364,13,15,4.0
1,5,1,AA,0.0,0.51004702864472,210,1192,18,59,-1.0
1,5,1,OO,0.0,0.0,43,77,22,36,-7.0
1,2,5,NK,0.5535870516185477,0.0,193,1171,8,39,-19.0
1,1,4,OO,0.5365853658536586,0.5013150973172015,116,679,12,44,117.0
1,3,6,WN,0.5681016231474947,0.0,60,228,21,40,63.0
1,5,1,MQ,0.6091626479614204,0.0,58,177,14,0,81.0
1,5,1,US,0.0,0.0,85,399,16,30,-4.0
1,5,1,B6,0.5182724252491694,0.0,380,2475,8,15,11.0
1,1,4,MQ,0.5535870516185477,0.0,78,396,17,25,107.0
1,7,3,DL,0.0,0.0,273,2139,9,0,-5.0
1,6,2,EV,0.5714285714285714,0.0,105,438,12,50,-28.0
1,2,5,DL,0.0,0.0,220,1589,7,45,14.0
1,3,6,AA,0.5535870516185477,0.0,155,1119,20,40,23.0
1,3,6,AA,0.5535870516185477,0.0,230,1464,7,55,-8.0
1,6,2,UA,0.0,0.0,175,937,11,42,50.0
1,3,6,EV,0.0,0.0,77,283,17,4,-7.0
1,3,6,WN,0.0,0.0,90,462,6,35,-15.0
1,4,7,NK,0.0,0.0,157,925,6,45,6.0
1,6,2,WN,0.0,0.0,135,842,14,15,9.0
1,3,6,DL,0.5671476137624861,0.0,169,762,15,0,44.0
1,5,1,UA,0.0,0.0,189,1068,8,56,83.0
1,3,6,WN,0.6024960169941582,0.0,210,1671,17,55,58.0
1,4,7,AA,0.6091626479614204,0.5909090909090909,120,733,9,25,11.0
1,6,2,US,0.0,0.0,80,226,7,50,1.0
1,6,2,DL,0.0,0.0,127,813,16,38,-14.0
1,7,3,AS,0.0,0.0,170,909,7,35,-18.0
1,5,1,OO,0.0,0.0,85,351,9,54,-1.0
1,3,6,VX,0.0,0.0,80,337,6,45,-18.0
1,2,5,DL,0.0,0.0,242,1426,9,15,-16.0
1,7,3,OO,0.0,0.0,82,308,6,18,-6.0
1,5,1,US,0.0,0.0,170,1009,21,15,-14.0
1,1,4,DL,0.6024960169941582,0.0,167,1199,13,8,-15.0
1,4,7,DL,0.0,0.0,240,1535,14,30,-12.0
1,3,6,VX,0.0,0.0,285,2342,13,25,2.0
1,3,6,AA,0.0,0.51004702864472,170,1126,11,45,43.0
1,2,5,EV,0.0,0.5013150973172015,46,73,11,7,6.0
1,2,5,WN,0.0,0.0,55,192,15,50,63.0
1,3,6,MQ,0.0,0.5909090909090909,140,888,15,10,2.0
1,6,2,WN,0.0,0.0,210,1670,14,5,50.0
1,4,7,DL,0.0,0.0,145,879,16,59,-10.0
1,3,6,UA,0.0,0.0,399,2565,6,1,-19.0
1,1,4,AA,0.5535870516185477,0.5384615384615384,130,861,8,55,-2.0
1,5,1,B6,0.5671476137624861,0.0,180,1035,19,45,51.0
1,4,7,F9,0.6024960169941582,0.0,134,853,18,0,44.0
1,2,5,AS,0.0,0.0,101,550,9,0,10.0
1,3,6,EV,0.0,0.0,166,1117,7,20,24.0
1,1,4,AA,0.0,0.5013150973172015,274,1709,11,0,10.0
1,5,1,WN,0.0,0.0,210,1599,12,50,6.0
1,3,6,UA,0.0,0.0,129,679,19,8,-15.0
1,3,6,OO,0.6024960169941582,0.0,150,845,18,56,118.0
1,1,4,DL,0.0,0.0,113,630,7,20,-24.0
1,5,1,MQ,0.5535870516185477,0.0,78,396,17,25,13.0
1,3,6,US,0.0,0.0,149,919,12,20,35.0
1,2,5,OO,0.0,0.5013150973172015,135,846,10,4,10.0
1,6,2,OO,0.0,0.5608465608465608,92,408,7,16,-17.0
1,5,1,AS,0.0,0.0,140,859,18,35,-1.0
1,5,1,WN,0.0,0.0,75,338,7,20,-11.0
1,5,1,UA,0.6024960169941582,0.0,170,1201,9,55,-9.0
1,1,4,EV,0.0,0.0,76,308,15,20,14.0
1,6,2,DL,0.0,0.0,111,626,10,18,-2.0
1,5,1,AS,0.0,0.0,125,679,14,5,2.0
1,3,6,EV,0.0,0.51004702864472,75,295,15,10,61.0
1,3,6,EV,0.0,0.0,157,1042,14,4,23.0
1,1,4,US,0.0,0.0,85,337,13,20,-11.0
1,5,1,DL,0.0,0.0,142,696,10,26,-6.0
1,4,7,DL,0.0,0.0,165,1097,18,11,-21.0
1,6,2,MQ,0.5671476137624861,0.0,114,479,14,50,129.0
1,4,7,OO,0.6024960169941582,0.5794392523364486,91,483,15,37,21.0
1,5,1,OO,0.0,0.0,155,984,19,10,33.0
1,4,7,WN,0.0,0.0,125,872,10,10,13.0
1,1,4,MQ,0.6091626479614204,0.525,63,223,21,25,31.0
1,3,6,OO,0.0,0.0,216,1499,17,17,57.0
1,3,6,DL,0.0,0.0,273,2218,15,20,17.0
1,1,4,MQ,0.5356359649122807,0.5669613974552512,95,235,9,0,49.0
1,1,4,OO,0.0,0.5013150973172015,102,483,17,33,26.0
1,5,1,OO,0.0,0.0,109,601,15,5,-4.0
1,4,7,NK,0.0,0.8333333333333334,188,1334,21,49,19.0
1,5,1,F9,0.6091626479614204,0.0,235,1514,21,35,53.0
1,6,2,WN,0.0,0.0,110,621,15,15,-4.0
1,2,5,DL,0.54,0.0,85,387,6,25,-17.0
1,1,4,WN,0.0,0.0,160,777,13,25,2.0
1,2,5,WN,0.0,0.5455043859649122,200,1411,8,10,-10.0
1,2,5,WN,0.0,0.0,80,453,15,0,15.0
1,2,5,OO,0.0,0.0,90,373,12,40,-2.0
1,2,5,UA,0.0,0.0,186,1065,10,5,23.0
1,6,2,UA,0.6091626479614204,0.0,90,334,20,20,11.0
1,2,5,WN,0.0,0.0,65,333,14,10,18.0
1,2,5,UA,0.0,0.0,179,1023,18,27,92.0
1,2,5,DL,0.0,0.0,115,588,16,50,-12.0
1,1,4,NK,0.5356359649122807,0.0,170,1084,20,15,-2.0
1,4,7,OO,0.0,0.0,56,150,11,7,-4.0
1,6,2,MQ,0.0,0.51004702864472,80,304,15,50,-1.0
1,1,4,US,0.0,0.0,317,2125,22,10,-7.0
1,3,6,US,0.0,0.0,97,511,6,0,-3.0
1,5,1,UA,0.0,0.0,299,2419,8,41,-16.0
1,5,1,WN,0.0,0.0,105,677,14,45,8.0
1,5,1,B6,0.0,0.0,282,2248,21,10,5.0
1,2,5,AS,0.0,0.0,164,987,10,0,-12.0
1,1,4,DL,0.0,0.0,308,1947,8,22,5.0
1,5,1,B6,0.0,0.5909090909090909,163,1076,7,17,2.0
1,1,4,NK,0.0,0.51004702864472,98,447,14,26,-10.0
1,5,1,NK,0.0,0.0,128,852,10,42,-11.0
1,4,7,EV,0.5671476137624861,0.0,166,866,19,45,67.0
1,6,2,DL,0.5671476137624861,0.0,225,1183,8,5,-24.0
1,4,7,MQ,0.5671476137624861,0.0,88,296,9,29,-12.0
1,4,7,EV,0.5535870516185477,0.0,65,293,14,40,40.0
1,1,4,B6,0.5182724252491694,0.0,77,264,22,42,10.0
1,4,7,OO,0.0,0.0,63,184,9,40,-4.0
1,5,1,MQ,0.5671476137624861,0.0,103,461,15,5,48.0
1,4,7,B6,0.0,0.5455043859649122,164,1065,21,35,222.0
1,3,6,VX,0.0,0.5669613974552512,240,1744,10,10,7.0
1,1,4,MQ,0.0,0.5669613974552512,120,473,20,5,7.0
1,7,3,OO,0.6024960169941582,0.5387205387205387,87,472,9,55,21.0
1,6,2,EV,0.0,0.0,71,302,18,25,1.0
1,4,7,EV,0.0,0.5608465608465608,107,501,17,0,98.0
1,6,2,MQ,0.5866666666666667,0.51004702864472,52,134,6,43,-8.0
1,1,4,AA,0.0,0.5669613974552512,225,1514,12,15,-6.0
1,3,6,VX,0.0,0.0,339,2586,9,20,0.0
1,3,6,DL,0.0,0.0,255,1947,9,10,-5.0
1,3,6,B6,0.5182724252491694,0.0,383,2475,18,35,27.0
1,2,5,EV,0.0,0.0,81,372,12,20,-8.0
1,3,6,WN,0.0,0.0,80,386,13,50,13.0
1,3,6,OO,0.0,0.0,76,308,7,33,9.0
1,7,3,AA,0.5182724252491694,0.0,389,2475,11,0,-25.0
1,4,7,DL,0.5182724252491694,0.0,302,1894,8,0,-18.0
1,6,2,DL,0.0,0.0,145,721,13,39,-18.0
1,1,4,EV,0.0,0.0,53,147,13,58,-11.0
1,1,4,EV,0.5788461538461539,0.0,178,984,5,15,13.0
1,6,2,OO,0.6610169491525424,0.5669613974552512,65,157,9,0,14.0
1,3,6,MQ,0.6091626479614204,0.5608465608465608,58,137,16,50,12.0
1,2,5,US,0.0,0.0,221,1475,8,0,-34.0
1,4,7,NK,0.5356359649122807,0.0,162,983,15,59,57.0
1,1,4,WN,0.6024960169941582,0.0,85,391,15,40,-20.0
1,1,4,DL,0.0,0.0,221,1747,15,19,-16.0
1,2,5,DL,0.0,0.0,113,481,6,0,-16.0
1,7,3,B6,0.0,0.0,101,634,9,40,2.0
1,4,7,DL,0.0,0.0,74,332,13,50,33.0
1,1,4,WN,0.0,0.0,105,616,19,30,21.0
1,6,2,DL,0.0,0.0,135,874,12,10,-17.0
1,2,5,AA,0.5535870516185477,0.0,230,1464,19,0,20.0
1,6,2,US,0.0,0.0,97,468,17,50,3.0
1,3,6,OO,0.5535870516185477,0.5013150973172015,132,641,13,28,0.0
1,7,3,US,0.0,0.0,112,511,9,25,3.0
1,6,2,MQ,0.0,0.51004702864472,166,785,18,45,-36.0
1,6,2,EV,0.0,0.0,88,326,5,55,15.0
1,6,2,B6,0.0,0.0,81,354,6,0,1.0
1,5,1,MQ,0.0,0.51004702864472,115,674,8,0,19.0
1,4,7,NK,0.5535870516185477,0.5013150973172015,123,641,16,59,74.0
1,3,6,B6,0.0,0.0,202,1121,13,0,64.0
1,6,2,AA,0.5535870516185477,0.0,207,1562,12,30,0.0
1,2,5,EV,0.0,0.0,108,563,16,25,-28.0
1,3,6,WN,0.0,0.0,250,1838,14,15,20.0
1,3,6,WN,0.5681016231474947,0.0,290,1855,19,20,60.0
1,6,2,WN,0.0,0.0,140,883,19,5,94.0
1,2,5,WN,0.0,0.0,120,591,6,0,-14.0
1,3,6,WN,0.0,0.0,240,1910,17,40,73.0
1,6,2,OO,0.0,0.0,79,284,13,41,4.0
1,5,1,AS,0.0,0.0,101,539,10,10,-7.0
1,5,1,EV,0.6091626479614204,0.0,78,296,10,10,37.0
1,4,7,EV,0.5356359649122807,0.0,106,456,20,3,59.0
1,1,4,US,0.0,0.0,141,861,11,55,-3.0
1,4,7,AS,0.0,0.0,124,680,18,45,31.0
1,3,6,UA,0.0,0.0,383,2454,6,0,7.0
1,3,6,WN,0.0,0.0,70,296,20,10,122.0
1,5,1,DL,0.0,0.0,127,526,6,45,6.0
1,4,7,DL,0.0,0.0,92,321,7,30,9.0
1,2,5,AA,0.6091626479614204,0.5909090909090909,120,733,15,0,3.0
1,4,7,AA,0.6091626479614204,0.0,130,867,15,55,17.0
1,4,7,UA,0.0,0.0,149,1009,6,0,-1.0
1,3,6,OO,0.0,0.0,87,370,11,45,4.0
1,2,5,WN,0.0,0.0,85,483,16,30,0.0
1,6,2,WN,0.6024960169941582,0.0,140,819,8,50,-6.0
1,6,2,DL,0.0,0.5387205387205387,79,282,19,44,9.0
1,5,1,AA,0.5535870516185477,0.0,160,1192,13,35,-1.0
1,3,6,US,0.0,0.0,162,1020,18,0,-1.0
1,1,4,US,0.6024960169941582,0.0,181,1337,16,5,42.0
1,2,5,US,0.0,0.0,140,912,17,30,9.0
1,4,7,B6,0.0,0.0,281,2248,23,19,-1.0
1,5,1,AA,0.5444444444444444,0.0,290,1814,19,10,-29.0
1,4,7,OO,0.0,0.0,114,598,21,0,-18.0
1,4,7,UA,0.0,0.0,337,2704,6,0,-30.0
1,3,6,EV,0.0,0.0,78,284,18,0,116.0
1,6,2,WN,0.5681016231474947,0.0,90,349,14,25,38.0
1,2,5,EV,0.0,0.0,111,630,9,39,-5.0
1,2,5,WN,0.0,0.0,70,270,10,35,-10.0
1,3,6,HA,0.0,0.0,39,100,12,52,10.0
1,6,2,US,0.0,0.0,77,226,9,30,-4.0
1,3,6,EV,0.5222222222222223,0.5013150973172015,190,1048,16,4,24.0
1,3,6,B6,0.0,0.0,236,1674,23,59,17.0
1,5,1,WN,0.0,0.0,70,365,8,50,-5.0
1,1,4,AA,0.5414123801220575,0.0,171,1013,11,15,-24.0
1,2,5,WN,0.0,0.0,190,1506,10,5,19.0
1,5,1,US,0.0,0.0,77,331,13,5,-11.0
1,5,1,WN,0.0,0.0,145,738,9,35,17.0
1,5,1,EV,0.0,0.0,100,448,8,55,-5.0
1,6,2,MQ,0.0,0.0,49,125,18,12,-9.0
1,6,2,MQ,0.5535870516185477,0.5051546391752577,69,312,21,55,-9.0
1,2,5,DL,0.0,0.0,164,1022,12,17,-8.0
1,2,5,DL,0.0,0.0,92,404,9,30,-9.0
1,2,5,UA,0.0,0.0,84,337,22,35,5.0
1,6,2,MQ,0.0,0.51004702864472,112,674,11,33,7.0
1,2,5,AS,0.0,0.0,155,978,6,15,-21.0
1,6,2,WN,0.0,0.0,70,283,20,50,205.0
1,4,7,DL,0.0,0.0,206,1517,0,15,1.0
1,1,4,WN,0.0,0.5013150973172015,115,628,12,45,32.0
1,1,4,UA,0.0,0.5,167,927,11,45,38.0
1,7,3,WN,0.0,0.0,105,404,9,45,-14.0
1,4,7,EV,0.0,0.0,99,429,11,0,-17.0
1,5,1,WN,0.0,0.0,170,777,6,0,22.0
1,4,7,UA,0.0,0.0,131,854,17,54,66.0
1,2,5,WN,0.0,0.0,75,409,19,30,6.0
1,2,5,OO,0.6024960169941582,0.0,163,948,11,5,31.0
1,5,1,AS,0.0,0.0,144,834,19,50,-18.0
1,1,4,F9,0.6091626479614204,0.0,110,589,12,50,60.0
1,7,3,MQ,0.6617647058823529,0.5669613974552512,59,130,10,11,76.0
1,4,7,UA,0.0,0.0,87,337,6,3,-8.0
1,5,1,OO,0.0,0.0,135,715,12,0,-15.0
1,6,2,WN,0.0,0.0,85,345,7,0,-7.0
1,3,6,EV,0.0,0.0,119,631,19,50,49.0
1,6,2,WN,0.0,0.0,90,460,8,5,-11.0
1,1,4,B6,0.5196850393700787,0.0,181,1056,8,30,-6.0
1,2,5,OO,0.0,0.0,127,596,9,32,-11.0
1,5,1,AA,0.0,0.51004702864472,160,989,14,15,23.0
1,3,6,OO,0.0,0.0,46,119,11,30,4.0
1,4,7,F9,0.0,0.5013150973172015,148,1024,19,55,174.0
1,5,1,OO,0.0,0.0,118,588,20,5,-13.0
1,1,4,WN,0.0,0.0,125,641,11,35,7.0
1,5,1,DL,0.5444444444444444,0.0,81,231,8,0,-18.0
1,2,5,DL,0.0,0.0,95,406,7,30,-1.0
1,6,2,AA,0.0,0.0,323,2475,14,25,23.0
1,1,4,EV,0.0,0.0,167,1117,15,40,-18.0
1,6,2,AA,0.0,0.0,338,2174,7,0,-32.0
1,7,3,US,0.0,0.0,269,2125,0,35,10.0
1,2,5,WN,0.0,0.0,80,373,20,5,3.0
1,3,6,EV,0.0,0.6176470588235294,88,457,14,54,41.0
1,1,4,AA,0.0,0.51004702864472,110,592,14,50,47.0
1,6,2,WN,0.0,0.0,210,1211,17,15,53.0
1,6,2,AS,0.0,0.0,290,2086,10,40,-33.0
1,4,7,B6,0.0,0.0,76,387,19,49,-1.0
1,6,2,DL,0.0,0.0,127,760,8,20,5.0
1,4,7,WN,0.0,0.0,165,1189,11,40,23.0
1,4,7,AS,0.0,0.0,154,1107,20,25,15.0
1,2,5,B6,0.0,0.0,197,1428,12,20,-18.0
1,1,4,AS,0.0,0.0,100,539,10,0,-3.0
1,3,6,AA,0.0,0.5669613974552512,140,612,16,15,-24.0
1,6,2,UA,0.0,0.0,453,3904,19,55,1.0
1,1,4,B6,0.0,0.0,216,1249,15,41,-16.0
1,6,2,AA,0.0,0.51004702864472,171,918,15,9,-3.0
1,3,6,EV,0.0,0.0,134,912,19,7,185.0
1,2,5,EV,0.0,0.0,81,310,12,31,-17.0
1,2,5,B6,0.6024960169941582,0.0,224,1754,11,55,1.0
1,7,3,VX,0.0,0.0,100,550,7,0,-10.0
1,1,4,OO,0.0,0.0,208,1482,7,42,196.0
1,1,4,NK,0.0,0.5669613974552512,182,1120,21,57,-3.0
1,7,3,OO,0.5788461538461539,0.5669613974552512,53,67,10,26,78.0
1,2,5,DL,0.0,0.5909090909090909,181,1096,7,0,-8.0
1,6,2,US,0.0,0.0,69,304,18,10,12.0
1,7,3,UA,0.0,0.0,89,337,6,0,13.0
1,3,6,HA,0.0,0.0,33,102,18,39,39.0
1,2,5,DL,0.0,0.0,213,1619,18,25,18.0
1,5,1,EV,0.0,0.0,87,376,9,12,7.0
1,3,6,OO,0.52,0.0,115,410,14,10,4.0
1,4,7,WN,0.0,0.0,270,2075,11,20,36.0
1,1,4,UA,0.0,0.0,338,2556,14,46,2.0
1,2,5,EV,0.0,0.0,147,657,5,45,12.0
1,5,1,WN,0.0,0.0,135,802,10,0,34.0
1,5,1,DL,0.0,0.0,121,516,17,59,-8.0
1,5,1,UA,0.0,0.5669613974552512,166,925,9,27,-12.0
1,5,1,WN,0.0,0.0,110,580,11,25,2.0
1,1,4,EV,0.0,0.5669613974552512,92,403,12,5,-14.0
1,1,4,AA,0.0,0.51004702864472,200,1431,11,55,23.0
1,3,6,EV,0.0,0.0,86,306,14,0,0.0
1,3,6,DL,0.0,0.0,82,356,21,50,5.0
1,3,6,AA,0.6091626479614204,0.5909090909090909,120,733,6,35,1.0
1,3,6,WN,0.0,0.0,115,696,16,20,57.0
1,4,7,UA,0.6024960169941582,0.0,142,862,6,0,12.0
1,2,5,EV,0.6617647058823529,0.0,114,565,17,25,-5.0
1,3,6,EV,0.5222222222222223,0.5669613974552512,108,510,14,2,224.0
1,4,7,OO,0.0,0.0,100,463,15,5,4.0
1,2,5,UA,0.0,0.0,179,1023,11,0,-10.0
1,3,6,AA,0.5535870516185477,0.0,250,1616,17,30,62.0
1,6,2,UA,0.0,0.5013150973172015,87,391,12,55,-8.0
1,3,6,DL,0.0,0.5013150973172015,84,391,13,55,28.0
1,5,1,AS,0.0,0.0,154,867,7,0,8.0
1,5,1,OO,0.0,0.0,102,509,16,10,-6.0
1,7,3,MQ,0.5535870516185477,0.5357142857142857,106,551,9,45,-9.0
1,1,4,UA,0.0,0.0,188,1023,8,46,-14.0
1,5,1,WN,0.0,0.0,70,327,13,15,-11.0
1,2,5,DL,0.0,0.51004702864472,157,731,9,42,-14.0
1,2,5,UA,0.651685393258427,0.5669613974552512,187,1162,12,54,-23.0
1,5,1,AA,0.5535870516185477,0.0,135,852,20,40,37.0
1,6,2,WN,0.0,0.0,60,248,6,5,-8.0
1,6,2,AA,0.0,0.51004702864472,231,1192,8,44,52.0
1,6,2,WN,0.0,0.0,165,894,7,55,37.0
1,4,7,DL,0.0,0.0,93,447,22,12,63.0
1,3,6,OO,0.0,0.0,59,110,10,0,57.0
1,2,5,B6,0.0,0.0,66,231,14,59,-6.0
1,2,5,UA,0.0,0.0,337,2704,6,0,-33.0
1,1,4,EV,0.0,0.0,75,300,12,34,-11.0
1,4,7,WN,0.0,0.0,90,447,7,30,-19.0
1,6,2,WN,0.0,0.5013150973172015,80,349,10,30,-9.0
1,4,7,EV,0.5777777777777777,0.5669613974552512,56,160,11,11,84.0
1,5,1,WN,0.0,0.0,110,696,20,15,117.0
1,2,5,US,0.0,0.0,101,601,19,15,-3.0
1,4,7,AA,0.6091626479614204,0.0,124,867,20,55,40.0
